   27762AB  04 23.3 +11 23  A2 ^       6.661   0.022   0.209   0.169  4 2*
   27770A   04 24.4 +34 19  B8V        7.304  -0.365   0.048   0.075  4 3*
   27770AB  04 24.4 +34 19  B8V        7.039  -0.275   0.120   0.125  2 2*
   27770B   04 24.4 +34 19             8.624   0.149   0.379   0.348  3 8*
   27777    04 24.5 +34 08  B8V        5.739  -0.442  -0.057  -0.011  4 3
   27778A   04 24.0 +24 18  B3V        6.346  -0.506   0.186   0.185  2 1*
   27778B   04 24.0 +24 18  A0         8.179   0.257   0.317   0.291  2 6*
   27786AB  04 24.6 +33 58  F4V        5.753  -0.157   0.419   0.382  4 3*
   27795    04 25.5 +46 09  B1V        7.407  -0.697   0.299   0.280  2 4
   27796    04 24.4 +29 01  M3III      7.777   1.949   1.868   1.925  2 9
   27808    04 24.2 +21 44  F8V        7.129  -0.118   0.525   0.433  4 7*
   27819A   04 24.1 +17 27  A7V        4.800   0.117   0.165   0.124  4 3*
   27820AB  04 23.9 +09 28  A3V        5.116   0.172   0.073   0.055  4 3*
   27848    04 24.4 +17 05  F6V        6.958  -0.114   0.445   0.380  4 4
   27855A   04 27.0 +57 35  A0III      6.283   0.098   0.053   0.063  8 3*
   27856AB  04 26.8 +55 39  F0 ^       7.328   0.006   0.422   0.376  6 2*
   27860    04 24.2 +12 09  K0 ^       6.412   1.499   1.452   1.026  3 2
   27861    04 23.7 -03 45  A2V        5.170   0.114   0.065   0.047  4 2*
   27877    04 24.7 +18 55  B8V        7.333   0.272   0.397   0.361  4 3
   27901    04 25.0 +19 03  F4V        5.974  -0.048   0.386   0.333  4 3
   27932    04 29.9 +69 23  K0 ^       6.652   1.930   1.731   1.346  4 v*
   27934    04 25.4 +22 18  A7IV-V     4.210   0.157   0.133   0.096  4 2*
   27946    04 25.4 +22 12  A7V        5.269   0.063   0.246   0.205  4 1*
   27962AB  04 25.5 +17 56  A2IV       4.291   0.077   0.052   0.031  4 1*
   27971    04 26.1 +31 26  K1III      5.301   0.647   0.990   0.714  4 1
   27989AB  04 25.9 +18 52  G5V        7.531   0.058   0.687   0.555  4 2*
   27991AP  04 25.6 +15 56  F7V        6.446  -0.128   0.492   0.411  4 2*
   28005    04 27.4 +46 51  G0 ^       6.737   0.120   0.693   0.530  4 4
   28024A   04 26.3 +22 49  A8Vn       4.283   0.131   0.260   0.231 10 2*
   28026    04 25.6 +05 39  K0 ^       7.033   1.049   1.272   0.901  3 3
   28052A   04 26.3 +15 37  F0V        4.479   0.125   0.249   0.220  6 3*
   28053C   04 25.7 -01 25  G5 ^       6.766   0.490   0.926   0.696  4 3*
   28067    04 27.3 +36 31  G5 ^       6.785   0.727   1.101   0.808  4 2
   28083    04 27.9 +43 20  A0 ^       7.736  -0.176   0.024   0.027  2 7
   28086    04 26.0 +04 22  K0 ^       6.330   1.478   1.581   1.218  4 3
   28100    04 26.6 +14 43  G7IIIaFe-1 4.687   0.555   0.994   0.712  4 3
   28102    04 25.7 -09 56  K5 ^       6.654   1.842   1.610   1.212  6 4
   28114    04 26.4 +08 35  B6IV       6.046  -0.553  -0.001   0.045  4 3
   28124    04 26.8 +17 02  K5V        6.844   1.626   1.526   1.141  4 2
   28139AB  04 27.0 +19 07  F5V        7.712  -0.075   0.564   0.475  4 3*
   28140    04 26.6 +09 24  B8 ^       8.105  -0.269   0.104   0.112  2 6
   28149    04 27.3 +22 60  B7V        5.522  -0.601  -0.103  -0.059  4 4
   28150A   04 27.1 +18 12  A0 ^       6.934  -0.001   0.028  -0.006  6 2*
   28150AB  04 27.1 +18 12  A0 ^       6.851  -0.003   0.057   0.057  2 4*
   28167    04 46.1 +84 02  K0 ^       7.314   0.535   1.004   0.721  2 5
   28168    04 30.8 +64 26  M3III      8.490   2.072   2.080   2.109  2 v*
   28171    04 26.8 +07 06  G5 ^       7.001   0.714   1.122   0.822  4 2
   28191    04 27.0 +02 05  K1III      6.240   0.860   1.103   0.783  4 2
   28204A   04 33.5 +72 32  A8m        5.938   0.171   0.281   0.211  6 3*
   28213    04 29.0 +42 43  F2 ^       7.375   0.052   0.457   0.402  4 3
   28217AB  04 27.5 +11 13  B8IV       5.871  -0.437   0.057   0.091  4 4*
   28226A   04 28.0 +21 37  Am         5.712   0.059   0.277   0.212  4 3*
   28257    04 30.7 +57 25  M4II-IIIv  8.407   1.226   1.722   2.822  2 2*
   28259A   04 27.8 +10 01  A2 ^       8.273   0.274   0.453   0.359  1 -*
   28271AB  04 28.9 +30 22  F7V+G5     6.238  -0.058   0.507   0.449  4 5*
   28283AB  04 28.0 +10 04  A0 ^       7.461   0.183   0.213   0.181  3 5*
   28284    04 28.1 +08 09  B8 ^       7.016  -0.186   0.019   0.058  4 4
   28292    04 28.4 +16 22  K2IIIv     4.972   0.950   1.155   0.835  4 2*
   28294    04 28.4 +14 44  F0IV       5.899  -0.010   0.326   0.283  4 3
   28305A   04 28.6 +19 11  G9.5III    3.537   0.735   1.034   0.708  5 2*
   28307    04 28.6 +15 58  K0IIIb     3.852   0.558   0.965   0.689  6 2*
   28309    04 28.3 +10 10  M5IIIe     9.684   0.618   1.553   3.360  2 3*
   28319    04 28.7 +15 52  A7III      3.403   0.156   0.188   0.142  8 4*
   28322    04 28.1 +01 52  G9III      6.159   0.650   1.023   0.752  4 3
   28342    04 33.1 +67 38  A2 ^       6.956   0.090   0.148   0.129  4 3
   28354    04 29.3 +27 24  A0         6.557  -0.242  -0.026   0.006  4 3
   28355    04 28.8 +13 03  A7V        5.025   0.130   0.208   0.154  4 2
   28357    04 27.8 -11 07  G5 ^       6.992   0.626   1.016   0.751  4 2
   28363AB  04 29.0 +16 10  F7V+G0V    6.576  -0.092   0.536   0.453  4 5*
   28375    04 28.5 +01 23  B3V        5.537  -0.691  -0.104  -0.062  4 3
   28394    04 29.3 +17 33  G0         7.023  -0.131   0.507   0.426  4 3
   28406    04 29.5 +17 52  F6V        6.904  -0.141   0.454   0.391  3 3*
   28416    04 30.9 +44 36  K0 ^       7.005   0.707   1.100   0.814  6 3
   28433    04 33.3 +64 10  G5 ^       6.871   0.758   1.085   0.783  4 3
   28446A   04 32.0 +53 55  B0III      5.775  -0.951   0.189   0.180  3 >*
   28446AB  04 32.0 +53 55  B0III      5.465  -0.963   0.180   0.182  7 5*
   28447    04 30.3 +28 08  G5 ^       6.536   0.056   0.708   0.573  4 3
   28459    04 30.6 +32 27  B9.5Vn     6.184  -0.172  -0.035  -0.016    s
   28475    04 29.7 +10 31  B5V        6.772  -0.506   0.090   0.125  4 3
   28482    04 30.4 +23 35  B8III      7.183   0.070   0.384   0.399  4 3
   28483    04 30.3 +19 50  F6V        7.108  -0.137   0.470   0.416  4 3
   28485AB  04 30.1 +15 38  F0V+G2V    5.561   0.021   0.329   0.283  6 2*
   28487    04 29.6 +05 10  M3II       6.947   1.982   1.828   1.816  2 3*
   28497    04 29.1 -13 03  B1Vne      5.531  -1.192  -0.162  -0.037  6 7*
   28503AB  04 31.4 +40 01  B8V        6.260  -0.440   0.042   0.081  4 4*
   28505    04 30.0 +10 16  G8III      6.482   0.687   1.055   0.769  4 2
   28527    04 30.6 +16 12  A6IV       4.780   0.131   0.166   0.123  7 1*
   28546    04 30.6 +15 42  Am         5.466   0.080   0.252   0.184  7 2*
   28556A   04 30.6 +13 43  F0V        5.398   0.061   0.261   0.215  4 3*
   28568    04 30.8 +16 09  F5V        6.501  -0.120   0.430   0.373  6 3
   28581    04 31.2 +23 21  K1/2III    7.083   1.888   1.785   1.367  4 4*
   28591    04 31.9 +36 45  G5 ^       6.374   0.688   1.089   0.826  4 v*
   28595    04 31.1 +15 06  M3III      6.330   2.016   1.772   1.580  4 4
   28608    04 31.0 +10 45  F7V        7.036  -0.137   0.476   0.401  4 3
   28616    04 35.0 +64 30  A0 ^       8.297   0.116   0.137   0.089  4 2
   28620    04 32.3 +37 03  F5 ^       6.810  -0.197   0.479   0.442  4 3
   28625    04 30.2 -13 36  G5         6.236   0.671   1.017   0.731  4 5
   28630AB  04 31.1 +06 47  G5 ^       6.796   0.777   1.057   0.765  4 2*
   28677    04 31.9 +15 51  F4V        6.008  -0.035   0.333   0.293  4 3*
   28693    04 33.4 +43 02  F0 ^       6.813   0.026   0.198   0.151  4 3*
   28704    04 33.4 +43 04  F0V        6.096  -0.079   0.403   0.360  4 2*
   28715    04 31.8 +05 46  B9 ^       6.684  -0.436  -0.001   0.047  4 3
   28734    04 35.1 +57 25  F0 ^       6.652  -0.050   0.307   0.267  9 2
   28736    04 32.1 +05 25  F5V        6.371  -0.107   0.417   0.367  4 3
   28749    04 31.9 -00 03  K3II-III   4.914   1.303   1.351   0.923  4 4
   28763A   04 31.4 -13 39  A3V        6.256   0.108   0.081   0.043  3 3*
   28780    04 36.4 +64 16  A1V        5.918   0.030  -0.021  -0.012    s
   28782    04 34.1 +43 05  A5 ^       7.395   0.263   0.218   0.217  1 -
   28793    04 35.7 +59 24  A0 ^       6.792   0.097   0.047   0.070  8 2
   28794   :04 34.8 +50 07  A0 ^       7.103  -0.044   0.053   0.066  4 3
   28807    04 31.9 -12 38  F5 ^       7.160  -0.120   0.450   0.402  4 3
   28828    04 36.3 +61 22  K2 ^       6.911   1.217   1.270   0.900  4 2
   28843A   04 32.6 -03 13  B9III      5.733  -0.697  -0.143  -0.077  6 v*
   28867AB  04 33.5 +18 01  B9IVn      6.233  -0.152   0.066   0.110  6 2*
   28879    04 33.6 +16 19  F0         6.588   0.082   0.188   0.146  5 3
   28910    04 33.8 +14 51  A8V        4.656   0.071   0.246   0.196  4 3*
   28911    04 33.8 +13 15  F5V        6.616  -0.136   0.436   0.363  4 5
   28922    04 33.8 +10 31  A0 ^       7.876   0.142   0.160   0.090  2 3
   28929A   04 34.6 +28 58  B9pHg      5.894  -0.450  -0.059  -0.030  4 3*
   28930    04 33.8 +09 25  G8III      6.024   0.676   1.079   0.788  4 2
   28947    04 33.1 -12 33  K0 ^       6.678   0.815   1.089   0.798  4 3
   28961    04 33.5 -06 59  K2 ^       6.609   1.127   1.244   0.906  5 3
   28970    04 33.4 -10 47  K0         6.062   1.327   1.419   1.037  6 3
   28973    04 37.5 +60 05  A0 ^       7.360   0.045   0.002  -0.007  8 3
   28976AB  04 34.8 +22 42  F5         6.760   0.113   0.478   0.408  6 2*
   28978    04 34.1 +05 34  A2Vs       5.691   0.163   0.041   0.051  4 2
   28979    04 33.7 -05 19  K0 ^       6.661   0.797   1.091   0.778  4 4
   28980    04 33.6 -08 15  A0 ^       6.621  -0.217  -0.069  -0.044  5 3
   28985    04 45.2 +79 39  A0 ^       6.676   0.058   0.007  -0.012  3 5
   29009AB  04 33.9 -06 44  B9pSi      5.714  -0.546  -0.127  -0.054  4 2*
   29023    04 34.9 +18 25  A0 ^       8.056  -0.242   0.229   0.206  2 4
   29051    04 35.0 +17 12  K5 ^       6.829   2.232   1.958   1.655  4 3
   29060    04 38.2 +60 53  K0 ^       6.634   1.621   1.586   1.133  3 5
   29063    04 34.2 -06 50  K2III      6.096   1.537   1.419   1.021  4 3
   29064    04 34.2 -08 14  M3III      5.195   1.995   1.741   1.492  4 6*
   29065    04 34.2 -08 58  K4III      5.236   1.635   1.513   1.092  6 4
   29094    04 36.7 +41 16  K4III+A3V  4.245   0.687   1.235   0.914  4 3
   29096AB  04 36.7 +41 05  A2 ^       7.851  -0.060   0.228   0.218  2 2*
   29104AB  04 35.7 +19 53  G5II-III   6.359   0.304   0.753   0.605  4 9*
   29122    04 36.6 +36 57  K2III-IV   6.639   1.229   1.255   0.877  2 3
   29139A   04 35.9 +16 31  K5III      0.885   1.834   1.593   1.201  8 3*
   29140    04 35.7 +10 10  A5m        4.250   0.091   0.171   0.138  4 2*
   29148AB  04 39.5 +63 13  A2 ^       7.723   0.187   0.137   0.116  4 3*
   29169    04 36.5 +23 20  F5IV       6.013  -0.070   0.386   0.334  4 3*
   29172    04 35.2 -09 44  A7V        7.789   0.042   0.213   0.177  2 >*
   29172/3  04 35.2 -09 44  A1m+A7V    6.363   0.087   0.113   0.078  9 3*
   29173    04 35.2 -09 44  A1m        6.707   0.110   0.075   0.028  4 >*
   29193AB  04 36.6 +19 46  A2 ^       7.314   0.238   0.332   0.244  4 1*
   29203    04 38.1 +46 14  G8V        6.975   0.844   1.227   0.942  4 5
   29207    04 36.3 +11 25  A0         6.734   0.121   0.299   0.306  6 4
   29225    04 36.7 +15 52  F5V        6.639  -0.113   0.448   0.375  5 2*
   29227A   04 36.0 -03 37  B7III      6.343  -0.490  -0.100  -0.059  6 3*
   29235AB  04 38.1 +42 07  K0 ^       7.273   0.799   1.170   0.899  4 6*
   29235C   04 38.1 +42 07            11.120   1.683   1.647   1.221  1 -*
   29247    04 36.9 +15 16  G0 ^       7.348  -0.044   0.560   0.460  4 2
   29248A   04 36.3 -03 21  B2III      3.948  -1.084  -0.189  -0.135  6 v*
   29260    04 37.2 +18 33  F5-9.5Ib   6.483   0.556   0.864   0.720  2 2*
   29297    04 38.9 +42 14  K0 ^       6.909   1.102   1.221   0.872  4 4
   29309    04 38.3 +31 60  B2V        7.101  -0.407   0.369   0.359  4 3
   29310    04 37.5 +15 09  G1V        7.547  -0.045   0.608   0.516  3 5*
   29316T   04 40.0 +53 28  A8V        5.371   0.015   0.335   0.301  4 2*
   29317AB  04 39.9 +53 05  K0III      5.074   0.732   1.108   0.793  4 4*
   29323    04 36.8 -08 28  A0 ^       7.079  -0.107  -0.041  -0.033  4 3
   29329    04 46.0 +76 37  F7V        6.501  -0.170   0.489   0.427    s
   29335    04 37.2 +00 60  B7V        5.324  -0.580  -0.114  -0.076 10 5*
   29364AB  04 38.5 +26 56  F2V:       6.557  -0.118   0.344   0.306  4 4*
   29365    04 38.3 +20 41  B8V        5.866  -0.454  -0.024   0.041  4 4*
   29371    04 40.8 +57 53  ApSi       7.267   0.124   0.133   0.142  8 3
   29375A   04 38.2 +16 02  F0V        5.789   0.020   0.303   0.269  4 3*
   29376    04 37.9 +07 19  B3V        7.001  -0.741  -0.059  -0.010  4 3
   29388A   04 38.2 +12 31  A6V        4.276   0.146   0.117   0.089  4 2*
   29391A   04 37.6 -02 28  F0V        5.213  -0.029   0.278   0.241  4 1*
   29405    04 37.7 -02 39  K0 ^       7.161   0.563   0.966   0.729  4 4
   29457    04 40.2 +40 47  F2         6.588  -0.088   0.432   0.385  4 2
   29459    04 39.4 +25 13  A5Vn       6.221   0.164   0.160   0.160  4 2
   29479    04 39.2 +15 48  A4m        5.085   0.136   0.120   0.084  5 3*
   29480    04 38.8 +06 49  Ma ^       8.028   1.943   1.799   1.865  2 >
   29482AB  04 38.0 -13 02  A0V+A1IV   6.891   0.025   0.104   0.101  3 5*
   29488    04 39.3 +15 55  A5Vn       4.685   0.153   0.147   0.128  4 4*
   29497    04 39.1 +13 00  F5 ^       7.209  -0.173   0.421   0.379  4 3
   29499A   04 39.1 +07 52  A5m        5.374   0.095   0.250   0.202  4 2*
   29503AB  04 38.2 -14 18  K2IIIb     3.875   0.832   1.119   0.816  3 2*
   29516    04 41.8 +54 40  A0 ^       8.140   0.123   0.132   0.147  8 4
   29526    04 41.4 +48 18  A0V        5.673  -0.020  -0.022  -0.020  4 3
   29537    04 40.4 +29 58  F0 ^       6.802  -0.057   0.355   0.316  4 1
   29573    04 38.9 -12 07  A2IV       5.000   0.067   0.071   0.048  4 3
   29589    04 40.1 +12 12  B8IV       5.454  -0.659  -0.122  -0.060  5 4
   29606AB  04 43.3 +59 31  A7IV       6.521   0.122   0.212   0.178  8 3*
   29610    04 39.8 -01 03  K0         6.115   0.548   0.937   0.682  4 3
   29613    04 39.3 -14 22  K1IVa      5.471   0.735   1.076   0.800  4 4
   29645    04 41.8 +38 17  G0V        5.983  -0.040   0.586   0.473  6 2
   29646A   04 41.3 +28 37  A2V        5.745   0.017  -0.011  -0.016  4 2*
   29678A   04 48.8 +75 56  A9IV       5.976  -0.038   0.276   0.253  4 3*
   29721A   04 43.4 +49 58  B9III      5.870  -0.307   0.021   0.070  4 2*
   29722    04 42.9 +43 22  A1Vn       5.313   0.031   0.014   0.004  6 3
   29742    04 42.8 +38 26  A5 ^       6.678   0.005   0.263   0.236  4 3
   29745    04 42.1 +24 01  F5 ^       7.212  -0.101   0.453   0.405  4 2
   29755AB  04 40.4 -19 40  M4III      4.336   1.857   1.655   1.561  3 >*
   29763AB  04 42.2 +22 57  B3V        4.274  -0.732  -0.127  -0.089  4 3*
   29765    04 41.1 -06 45  K0 ^       7.070   0.790   1.091   0.772  4 4
   29819A   04 42.2 +09 38  F2         6.769  -0.029   0.350   0.308  4 3*
   29826    04 46.4 +64 49  G5 ^       6.875   1.041   1.232   0.908  7 3
   29827    04 44.4 +48 11  K0 ^       6.784   1.229   1.294   0.930  4 3
   29833AB  04 44.1 +42 25  B9 ^       7.548  -0.278   0.278   0.319  2 4*
   29836    04 42.9 +18 43  G5 ^       7.130   0.100   0.682   0.532  4 3
   29851    04 41.7 -12 29  A2 ^       6.658   0.150   0.128   0.114  3 5
   29859    04 43.2 +24 05  F7IV-V     6.160  -0.062   0.538   0.445  4 4
   29866    04 44.2 +40 47  B8IVne     6.101  -0.364   0.045   0.130  4 4
   29867    04 43.8 +32 52  A8V        6.502  -0.039   0.293   0.271  4 3
   29869    04 43.0 +14 49  G5 ^       6.700   0.248   0.904   0.672  4 3
   29870    04 42.4 -00 56  F0 ^       6.735   0.066   0.391   0.332  4 v*
   29923    04 44.6 +38 15  G0 ^       6.745   0.211   0.793   0.619  4 2
   29926    04 42.7 -05 45  A0 ^       7.139   0.118   0.037   0.028  4 3
   29949    04 48.3 +67 46  F0 ^       7.012  -0.017   0.298   0.258  4 3
   30020/1  04 43.6 -08 48  F4IIIp+    6.024   0.244   0.636   0.524  8 4*
   30034A   04 44.4 +11 09  F0V        5.394   0.051   0.255   0.215  6 3*
   30076    04 44.1 -08 30  B2Ve       5.860  -1.037  -0.070   0.064  4 7*
   30085    04 50.6 +70 57  A0IV       6.362  -0.260  -0.076  -0.052  4 3
   30090    04 46.4 +42 21  G0 ^       6.559   0.051   0.701   0.588  4 3
   30097    04 52.9 +75 43  G5 ^       7.106   0.093   0.736   0.577  2 2
   30111    04 45.8 +28 40  G8III      7.027   0.577   1.013   0.766  4 3
   30121AB  04 48.0 +56 45  A3m        5.283   0.154   0.234   0.180  8 3*
   30122    04 45.7 +23 38  B5III      6.342  -0.584   0.073   0.110  4 2
   30136AB  04 47.8 +53 18  F2 ^       6.771  -0.051   0.447   0.380  4 3*
   30138    04 46.7 +40 19  G9III      6.006   0.557   0.942   0.711  6 2
   30144    04 48.1 +55 36  F0         6.328  -0.043   0.306   0.274  9 3
   30152    04 47.0 +41 18  A0 ^       7.219  -0.332   0.053   0.081  4 3
   30197    04 46.3 +18 44  K4III      5.994   1.192   1.235   0.859  4 1
   30210A   04 46.0 +11 42  Am         5.352   0.171   0.195   0.126  4 2*
   30211    04 45.5 -03 15  B5IV       4.009  -0.735  -0.144  -0.088  4 2
   30244    04 50.2 +63 38  A0 ^       6.882  -0.004  -0.006  -0.007  7 4
   30311    04 46.8 +09 01  F5 ^       7.239  -0.103   0.562   0.462  2 2
   30321    04 46.4 -02 57  A2V        6.320   0.059   0.037   0.002  4 2
   30338    05 00.3 +81 12  K3III      5.100   1.304   1.339   0.949  4 2
   30342AB  04 47.1 +10 03  A2 ^       7.202   0.133   0.159   0.133  4 4*
   30365    04 47.3 +05 47  A0 ^       6.772  -0.191   0.004   0.028  4 3
   30379    04 48.3 +29 14  F5 ^       6.906  -0.064   0.422   0.362  4 2
   30442A   04 52.1 +63 30  M3IIIab    5.500   1.724   1.580   1.592  7 7*
   30453    04 49.3 +32 35  A8m        5.848   0.129   0.251   0.196  9 3
   30454    04 49.2 +31 26  K2III      5.592   0.925   1.145   0.845  8 2
   30455    04 48.7 +18 43  G2V        6.962  -0.100   0.620   0.511  4 2*
   30468    04 48.7 +21 19  A0 ^       7.030   0.177   0.116   0.088  4 2
   30482    04 49.3 +28 21  K0 ^       7.149   1.838   1.779   1.353  1 -
   30504    04 49.9 +37 29  K3.5III    4.894   1.606   1.494   1.105  4 1*
   30508    04 48.5 +02 43  G5 ^       6.527   0.255   0.834   0.649  4 4
   30535    04 48.2 -09 30  A0 ^       7.179  -0.415  -0.094  -0.055  4 4
   30544    04 48.7 +03 39  B9 ^       7.317  -0.403  -0.057  -0.031  2 6
   30545    04 48.7 +03 35  K1III      6.040   0.994   1.212   0.860  6 2
   30557    04 51.2 +48 44  G9III      5.660   0.648   1.021   0.739  4 1
   30562    04 48.6 -05 40  F8V        5.778   0.035   0.628   0.512  4 3
   30573    04 48.9 +03 41  A0 ^       7.015   0.028   0.016  -0.006  4 3
   30605A   04 49.7 +15 54  gK3        6.076   1.567   1.671   1.199  6 2*
   30614    04 54.1 +66 21  O9.5Iae    4.298  -1.123   0.044   0.085  4 3
   30637    04 49.2 -04 59  B8 ^       7.143  -0.795  -0.154  -0.107  4 4
   30649A   04 51.7 +45 50  G1V-VI     6.971  -0.173   0.592   0.508  6 2*
   30652A   04 49.8 +06 58  F6V        3.186  -0.161   0.456   0.394 12 2*
   30676    04 50.4 +17 12  F8V        7.110  -0.088   0.571   0.482  4 5
   30677    04 50.1 +08 24  B1/IIIn:   6.839  -1.032  -0.041   0.018  5 4
   30685    04 53.7 +61 29  A2 ^       6.660   0.189   0.169   0.151  4 4
   30708    04 51.5 +35 49  G5 ^       6.791   0.061   0.691   0.542  4 3
   30714A   04 50.3 +06 59  A2 ^       7.228   0.174   0.131   0.117  4 2*
   30736    04 52.4 +45 56  F8III      6.701  -0.004   0.560   0.454  6 2
   30739    04 50.6 +08 54  A1Vn       4.354   0.060   0.007   0.023  4 2
   30743    04 49.7 -13 46  F5V        6.273  -0.191   0.444   0.403    s
   30752    04 53.2 +52 50  A2V        6.406   0.127   0.062   0.049  4 2
   30755    04 51.5 +28 32  C5II       7.879    -      3.038   2.226  2 v*
   30780A   04 51.4 +18 50  A7IV-V     5.083   0.103   0.216   0.171  4 4*
   30794    04 52.3 +36 39  K0 ^       6.824   0.835   1.114   0.803  4 3
   30796    04 50.8 +01 09  A2         6.667   0.087   0.058   0.036  4 2
   30810AB  04 51.2 +11 04  F7V+F7V    6.750  -0.110   0.547   0.446  4 2*
   30823    04 52.8 +42 35  A3III      5.693   0.227   0.113   0.142  6 2
   30825    04 52.2 +31 10  G5 ^       6.732   0.286   0.871   0.669  7 2
   30834    04 52.6 +36 42  K2.5IIIb   4.784   1.430   1.444   1.045  8 2*
   30836    04 51.2 +05 36  B2III+B2IV 3.670  -1.008  -0.162  -0.099  4 3*
   30842    04 52.5 +31 59  A3 ^       7.561   0.167   0.225   0.211  2 2
   30866    04 57.4 +70 39  K5 ^       8.354   1.807   1.632   1.198  2 4
   30869AB  04 51.8 +13 39  dF6        6.261  -0.081   0.495   0.431  4 2*
   30870    04 51.7 +09 59  B5V        6.111  -0.581   0.064   0.105  3 6
   30912    04 52.8 +27 54  F2IV       5.971   0.125   0.363   0.316  4 2
   30913    04 52.0 +09 52  F2         6.822  -0.141   0.413   0.347  4 3
   30943    04 53.6 +36 48  G5 ^       6.703   0.734   1.066   0.772  4 2
   30958AB  04 55.1 +55 16  B9.5V      5.530  -0.029   0.013   0.045  8 3*
   30959    04 52.5 +14 15  S3.5/1-    4.677   1.975   1.873   1.743  2 1*
   30962    04 51.7 -08 24  A0 ^       7.170  -0.062  -0.013  -0.019  4 3
   30963    04 51.7 -10 17  B9 ^       7.265  -0.331  -0.082  -0.050  4 2
   31014    04 57.8 +67 47  B8 ^       7.258  -0.109   0.046   0.066  2 6
   31032    04 55.2 +51 36  A0 ^       7.051   0.066   0.051   0.030  6 4*
   31033AB  04 53.6 +25 22  A0 ^       7.153   0.155   0.233   0.188  4 2*
   31039    04 53.6 +23 19  K0 ^       6.560   0.738   1.066   0.783  4 3
   31067    04 57.5 +65 17  G5 ^       6.727   0.692   1.009   0.719  7 3
   31069    04 54.9 +44 04  A0V        6.062  -0.119  -0.037  -0.035    s
   31109    04 52.9 -05 27  F4III+A6   4.367   0.167   0.254   0.240  4 2*
   31118    04 55.2 +43 25  K5Ib       7.099   1.950   1.815   1.441  3 3*
   31134    04 56.1 +52 52  A2Vs       5.756   0.149   0.096   0.076  6 3
   31136    04 55.1 +40 45  Ma ^       8.333   2.152   1.940   2.142  2 8
   31139    04 53.4 +02 30  M1III      5.345   1.880   1.657   1.419  6 6*
   31151AB  04 57.3 +61 45  G0 ^       6.799   0.607   0.963   0.814  4 4*
   31153    04 54.0 +17 02  F8 ^       7.243  -0.098   0.536   0.454  2 2
   31177    04 57.2 +59 07  Ma ^       6.615   1.845   1.770   1.896  6 v*
   31189    04 56.8 +55 49  K5 ^       6.665   1.830   1.732   1.316  4 5
   31209    04 53.9 +01 34  A1Vn       6.604   0.082   0.041   0.057  4 4
   31233    04 55.5 +32 47  K0 ^       7.198   0.889   1.179   0.876  4 2
   31234    04 55.5 +32 09  A0 ^       7.434   0.253   0.309   0.327  2 3
   31236    04 55.0 +19 29  F3IV       6.349   0.018   0.293   0.244  4 3
   31237    04 54.3 +02 26  B3III+B0V  3.705  -1.019  -0.173  -0.111  6 5*
   31253    04 54.7 +12 21  F8 ^       7.135  -0.033   0.562   0.470  3 3
   31254    04 54.7 +12 02  A0 ^       7.441  -0.293   0.138   0.169  2 2
   31268    04 54.9 +16 23  A0 ^       7.123   0.269   0.221   0.205  4 3
   31278AB  04 57.3 +53 45  A1V        4.453   0.019  -0.014   0.006  6 2*
   31283    04 54.8 +11 26  A3V        5.184   0.151   0.121   0.086  4 3
   31292    04 57.0 +49 55  F0 ^       6.953  -0.113   0.394   0.356  4 2
   31293    04 55.8 +30 33  A0ep       7.068  -0.013   0.121   0.177  2 2*
   31295A   04 54.9 +10 09  A0V        4.654   0.081   0.080   0.050  4 2*
   31296    04 54.8 +07 47  gK1        5.330   1.035   1.233   0.876  4 3*
   31297AB  04 54.5 -03 14  F5 ^       6.511  -0.017   0.448   0.382  4 4*
   31305    04 55.8 +30 20  A0 ^       7.632   0.110   0.106   0.127  2 4
   31306AB  04 54.9 +08 36  A0         6.863   0.077   0.136   0.129  4 5*
   31308    04 54.5 -05 25  K0 ^       7.338   0.633   1.043   0.721  1 -
   31312    05 02.3 +74 16  K5III      6.045   1.780   1.597   1.207  6 5*
   31315    04 55.3 +16 37  A0 ^       7.181   0.074   0.087   0.037  4 3
   31327    04 56.3 +36 10  B2Ib       6.087  -0.608   0.403   0.387  4 3
   31331    04 54.8 +00 28  B5V        5.983  -0.680  -0.120  -0.066  4 3
   31362    04 56.3 +24 36  F0         6.333  -0.134   0.349   0.309  4 2
   31373    04 55.8 +15 02  B9V        5.791  -0.570  -0.087  -0.050  4 4
   31398    04 57.0 +33 10  K3II       2.692   1.632   1.561   1.069  4 3*
   31411    04 56.0 +05 24  A0V        6.494  -0.029   0.020   0.020  4 3
   31412    04 55.9 +04 40  F8         7.019  -0.103   0.551   0.453  4 5
   31421A   04 56.4 +13 31  K2III      4.079   0.969   1.193   0.854  4 4*
   31423    04 56.1 +07 54  F5         6.423  -0.107   0.383   0.344  4 4
   31437    04 56.0 +01 38  A5 ^       6.871   0.088   0.258   0.180  4 3
   31499AB  05 02.1 +69 10  F5 ^       7.124  -0.106   0.446   0.367  2 6*
   31512A   04 56.4 -05 10  B6V        5.502  -0.696  -0.132  -0.078  4 2*
   31539    04 57.4 +17 09  gK1        5.504   1.057   1.326   0.904  2 6
   31542    04 56.8 +01 31  Ma ^       7.808   1.880   1.746   1.503  2 3
   31550    04 58.5 +37 20  A5 ^       6.747  -0.099   0.331   0.297  4 1
   31553AB  04 57.8 +23 57  gG8        5.809   0.719   1.128   0.838  4 3*
