     431AB  00 09.3 +79 43  A7IV       6.028   0.104   0.208   0.178  4 1*
     432A   00 09.2 +59 09  F2III-IV   2.275   0.068   0.340   0.295 10 4*
     434    00 09.0 +28 15  A3/F0      6.479   0.114   0.237   0.178  4 3
     443    00 09.3 +65 04  dG9        7.048   0.478   0.939   0.712  4 4
     445AB  00 09.1 +40 51  G5 ^       6.950   0.494   0.944   0.715  4 2*
     447    00 09.1 +19 55  F5 ^       7.111  -0.057   0.459   0.379  5 3
     448    00 09.0 +18 13  G9III      5.576   0.771   1.066   0.753  4 2
     470    00 09.4 +58 40  B5Vn       8.242  -0.578   0.093   0.112  2 3
     483    00 09.3 +17 32  G2III      7.067  -0.002   0.644   0.499  5 3
     487    00 09.5 +46 23  B9 ^       7.181  -0.021   0.015   0.009  6 3
     545    00 09.9 -02 34  K2 ^       6.869   1.901   1.681   1.374  3 4
     556AB  00 10.1 +46 23  A3 ^       7.516   0.034   0.224   0.193  3 7*
     560AB  00 10.0 +11 09  B9Vn       5.541  -0.251  -0.074  -0.046  6 2*
     561    00 10.1 -08 58  F0 ^       7.099   0.024   0.318   0.268  4 3
     567    00 10.3 +52 15  B9 ^       7.209  -0.486  -0.037   0.021  4 2
     571    00 10.3 +46 04  F2II       5.031   0.281   0.412   0.389  4 3
     584    00 10.5 +57 10  B7IV       6.735  -0.524  -0.083  -0.047  7 3
     587    00 10.3 -05 15  K1III      5.863   0.583   0.991   0.741  4 5
     593    00 10.6 +59 40  B1V        6.710  -0.947   0.010   0.065  7 4
     595    00 10.6 +52 19  A0 ^       7.731   0.078   0.087   0.081  1 -
     598    00 10.4 +28 39  Mb ^       7.162   1.793   1.643   1.854  1 -
     613    00 10.5 +33 08  K4III      6.833   1.540   1.467   1.066  4 3
     628    00 10.7 +58 01  B9 ^       7.866  -0.045   0.089   0.105  2 3
     639    00 10.8 +37 28  F2 ^       7.779  -0.074   0.409   0.359  6 3
     640    00 10.8 +32 15  Ma ^       7.187   1.495   1.661   2.343  1 -*
     645    00 10.7 -12 35  K0IV       5.870   0.678   1.015   0.753  3 4
     663    00 11.1 +57 35  K1III      6.698   0.973   1.244   0.897  7 4
     678    00 11.4 +74 29  K0 ^       7.172   0.650   1.027   0.747  4 6
     688    00 11.2 -03 19  K0-III     6.746   0.731   1.036   0.720  4 4
     698    00 11.6 +58 13  B5IIe      7.105  -0.543   0.163   0.261  5 2*
     709AB  00 11.6 +55 58  B8 ^       7.462  -0.322   0.032   0.040  2 5*
     724AB  00 11.8 +66 08  A0 ^       7.316  -0.229   0.038   0.044  4 9*
     725    00 11.7 +57 16  F5Ib-II    7.068   0.681   0.654   0.592  5 5
     743    00 12.0 +48 09  gK4        6.182   1.608   1.510   1.075  4 3
     755    00 12.0 +28 36  F0 ^       7.192  -0.043   0.381   0.332  2 2
     756    00 12.0 +23 28  K0III      6.592   0.578   1.007   0.735  4 3
     761AB  00 12.1 +53 37  A7Vn+F2V   6.865   0.004   0.264   0.219  4 5*
     780    00 12.0 -13 49  G5 ^       6.572   0.823   1.091   0.769  4 4
     800    00 12.6 +44 42  K0 ^       6.511   0.877   1.102   0.763  4 3
     801    00 12.6 +44 35  K0 ^       7.438   1.715   1.585   1.136  3 3
     802    00 12.6 +44 19  K0 ^       7.024   0.888   1.120   0.790  4 3
     818    00 12.8 +46 06  F2 ^       6.637  -0.082   0.396   0.328  4 2
     820    00 12.7 -01 14  K0 ^       7.220   0.736   1.086   0.786  4 2
     829    00 12.8 +37 42  B2V        6.717  -0.871  -0.100  -0.067  4 3
     849    00 13.0 +49 56  A2 ^       7.181   0.094   0.197   0.153  5 4
     861    00 13.2 +62 02  A2/F2      6.641   0.164   0.206   0.145  7 2
     873    00 13.2 +20 45  K0 ^       9.188   0.732   1.033   0.788  6 4
     874    00 13.2 +16 55  K1III      6.534   0.724   1.064   0.768  3 4
     883    00 13.3 +49 43  A0 ^       7.324   0.066   0.043   0.050  4 4
     886A   00 13.2 +15 11  B2IV       2.826  -1.054  -0.204  -0.169  6 3*
     895AB  00 13.4 +26 59  G0III      6.273   0.253   0.678   0.561  4 3*
     905    00 13.5 +41 02  F0IV       5.713  -0.096   0.332   0.293  5 2
     908    00 13.5 -04 39  K2 ^       9.463   1.218   1.285   0.881  2 7
     936    00 13.9 +59 60  G7.5IIab   6.913   0.705   1.143   0.838  6 2
     940    00 13.8 +01 23  K0 ^       6.790   1.227   1.289   0.897  4 3
     952    00 14.0 +33 12  A1V        6.228  -0.022  -0.006  -0.009  5 3
     976    00 14.1 +26 16  F7IV       7.006  -0.041   0.520   0.427  6 3
     995    00 14.6 +41 02  K0 ^       6.696   0.914   1.203   0.865  4 3
    1013    00 14.6 +20 12  M2+III     4.811   1.874   1.616   1.367  5 5*
    1014AB  00 14.5 -07 47  M3III      5.129   1.813   1.659   1.523  6 7*
    1031    00 14.6 +01 18  F5 ^       7.025  -0.074   0.470   0.385  4 3
    1048    00 14.9 +22 17  A1p        6.254   0.016  -0.010  -0.016  4 3*
    1051    00 14.8 -14 11  A2 ^       6.826   0.104   0.232   0.192  3 5
    1059AB  00 14.9 +21 33  K2 ^       7.074   1.264   1.408   1.044  6 2*
    1061AB  00 15.0 +08 49  F0IV       5.819  -0.016   0.313   0.276  4 3*
    1063    00 14.9 -03 02  Ma ^       6.664   1.802   1.581   1.314  4 5
    1064    00 14.9 -09 34  B9V        5.768  -0.316  -0.080  -0.060  4 4
    1075    00 15.1 +31 32  K5         6.349   1.773   1.628   1.201  5 3
    1082AB  00 15.3 +44 12  B9 ^       6.764  -0.333  -0.051  -0.029  4 5*
    1083A   00 15.2 +27 17  A1Vn       6.362  -0.021  -0.022  -0.020  4 3*
    1120    00 15.8 +49 20  A0 ^       8.277  -0.448  -0.014   0.052  1 -
    1133    00 15.6 +05 51  K0III      6.980   0.942   1.177   0.821  2 5
    1141AB  00 16.2 +76 57  B8Vnn      6.365  -0.289  -0.068  -0.046  4 3*
    1142    00 15.9 +61 00  G8III      6.450   0.362   0.851   0.669 11 2
    1160    00 16.0 +04 15  A0 ^       7.125   0.043   0.047  -0.005  4 4
    1167   :00 16.2 +47 01  S3.9ev    10.708    -      2.681   2.548  2 6*
    1185AB  00 16.4 +43 36  A2VpSi     6.129   0.077   0.053   0.030  4 3*
    1223AB  00 16.7 +36 38  A2V        7.006   0.007   0.066   0.046  4 4*
    1227    00 16.6 +08 14  G8II-III   6.128   0.493   0.925   0.679  4 2
    1228    00 16.7 +01 51  M5III      6.979   1.699   1.655   1.818  4 6*
    1231    00 16.6 -13 24  A3 ^       7.164   0.128   0.205   0.166  4 8*
    1239A   00 17.0 +61 32  G8III      5.751   0.379   0.915   0.676  5 1*
    1240    00 16.9 +49 28  Ma ^       6.494   2.074   1.839   1.558  5 v*
    1243    00 16.8 +13 55  A3 ^       7.467   0.077   0.156   0.095  2 4
    1254    00 16.9 +23 15  K0III-IV   6.966   0.714   1.055   0.767  6 3
    1255    00 16.8 +10 15  Ma ^       6.513   2.159   1.935   1.727  8 v*
    1279    00 17.2 +47 57  B7III      5.858  -0.526  -0.073  -0.039  4 2
    1280    00 17.1 +38 41  A2V        4.612   0.074   0.057   0.033  5 2*
    1309AB  00 17.4 +16 31  F5 ^       8.411   0.034   0.676   0.546  2 3*
    1317T   00 17.4 +08 53  dG1        6.665  -0.093   0.589   0.517  4 2*
    1337    00 17.7 +51 26  O9IIInn+   6.069  -1.216  -0.137  -0.038  5 4*
    1359    00 18.5 +76 17  B9 ^       7.196  -0.388  -0.062  -0.021  4 4
    1364    00 17.9 +20 14  M4II-III   6.961   1.685   1.697   1.733  7 v*
    1367    00 17.8 +01 41  K0II       6.191   0.536   0.955   0.693  4 5
    1369    00 17.8 -01 52  G5 ^       7.102   0.411   0.930   0.679  4 2
    1374    00 18.1 +46 13  K0 ^       6.832   1.325   1.345   0.950  4 3
    1375    00 17.9 +12 46  G8II       6.545   0.560   0.976   0.705  4 4
    1383    00 18.3 +61 44  B1II       7.647  -0.913   0.284   0.253  2 2
    1388    00 18.0 -13 27  G0V        6.513  -0.075   0.603   0.505  5 3
    1393    00 18.1 +03 48  F0 ^       7.197  -0.052   0.318   0.287  2 3
    1400    00 18.5 +62 12  K7I        6.985   1.560   1.589   1.200  5 3
    1404    00 18.3 +36 47  A2V        4.515   0.088   0.065   0.028  4 2*
    1406    00 18.3 +30 24  K3III      7.090   1.099   1.221   0.885  4 4
    1418    00 18.4 +22 53  F5 ^       7.980  -0.089   0.500   0.400  1 -
    1419    00 18.3 +11 12  K0III      6.076   0.756   1.052   0.747  5 3
    1429AB  00 18.5 +26 08  A2 ^       7.267   0.087   0.220   0.173  6 4*
    1438AB  00 18.7 +43 47  B8V        6.098  -0.428  -0.081  -0.042  4 3*
    1439    00 18.6 +31 31  A0IV       5.883  -0.013  -0.016  -0.022  4 2
    1448    00 18.7 +44 38  A2 ^       7.057   0.088   0.097   0.060  4 6
    1449    00 18.7 +22 53  G8IV       7.151   0.318   0.894   0.684  2 3
    1461    00 18.7 -08 03  G0V        6.483   0.075   0.677   0.549  4 6
    1467    00 19.3 +73 07  K0 ^       7.319   0.760   1.097   0.788  4 3
    1522A   00 19.4 -08 49  K1.5III    3.569   1.160   1.244   0.848  4 2*
    1527    00 19.7 +40 44  K1III      6.365   0.930   1.207   0.900  4 2
    1539    00 19.6 -07 13  F5 ^       7.026  -0.194   0.506   0.413  4 4
    1544    00 20.1 +62 04  B0.5IIIn   8.129  -1.003   0.187   0.172  2 6
    1561    00 20.1 +48 52  A0Vs       6.543   0.104   0.031   0.033    s
    1562A   00 20.0 +38 14  G0 ^       6.997  -0.112   0.622   0.521  4 1*
    1563    00 19.9 +16 15  gG8        6.599   0.634   1.016   0.724  4 4
    1567    00 19.8 -02 29  G5 ^       6.968   0.303   0.869   0.673  4 5
    1585A   00 20.1 +06 18  K0 ^       6.788   1.727   1.577   1.133  2 2*
    1586    00 20.2 +03 02  Ma ^       7.561   1.790   1.681   1.608  2 5
    1594    00 20.2 -13 04  G5 ^       6.866   0.624   1.020   0.748  4 4
    1598    00 20.6 +56 33  G5 ^       6.742   0.381   0.822   0.638  5 3
    1601    00 20.5 +48 58  G0V        6.480   0.198   0.553   0.463 10 2
    1606    00 20.4 +30 56  B7V        5.881  -0.586  -0.101  -0.080  4 2*
    1613    00 20.7 +61 53  M1III      6.809   1.913   2.032   1.624  7 v*
    1614AB  00 20.6 +45 31  F5 ^       7.008  -0.069   0.552   0.471  4 3*
    1627    00 20.5 +10 55  K0 ^       7.035   0.722   1.061   0.759  5 5
    1632    00 20.8 +32 55  K5III      5.811   1.877   1.653   1.293  7 3
    1635    00 20.6 +08 11  gK3        5.386   1.396   1.373   0.977  4 2*
    1641AB  00 20.9 +32 59  F5         6.867  -0.134   0.460   0.396  4 3*
    1658AB  00 21.4 +67 00  B8V        7.262  -0.106   0.015   0.002  2 3*
    1658T   00 21.4 +67 00  B8V        7.184  -0.081   0.042   0.022  1 -*
    1663AB  00 20.9 +10 59  A0V        6.579  -0.042   0.039   0.076  6 3*
    1671    00 21.1 +37 58  F5III      5.162  -0.058   0.442   0.384  4 2
    1679    00 21.1 -02 55  K0 ^       6.931   0.796   1.038   0.736  4 3
    1695    00 21.7 +67 49  K0 ^       6.551   0.559   0.999   0.714  4 2
    1712    00 21.6 +38 11  K0 ^       6.875   0.868   1.124   0.807  4 3
    1788    00 22.2 -05 11  A2 ^       7.117   0.164   0.129   0.128  4 4
    1796A   00 22.4 +13 29  K3III      6.260   1.121   1.261   0.906  4 3*
    1810AB  00 22.9 +62 14  B0IV       8.117  -1.039   0.108   0.113  2 2*
    1811    00 22.8 +54 39  G5 ^       7.164   0.334   0.902   0.674  3 4
    1826    00 22.8 +29 27  A3V        6.955   0.146   0.182   0.131  6 5*
    1831    00 23.0 +38 45  Ma ^       6.760   1.735   1.634   1.641  4 4
    1835A   00 22.9 -12 13  G2V        6.402   0.034   0.660   0.537  4 4*
    1845    00 23.2 +55 48  M7.5IIIe   8.264   0.607   1.846   3.567  2 5*
    1848    00 23.0 +44 32  A2 ^       7.313   0.173   0.086   0.070  4 2
    1862    00 24.3 +79 32  K0 ^       8.537   0.932   1.198   0.836  1 -
    1873    00 23.4 +55 48  B9 ^       8.118  -0.177   0.085   0.104  1 -*
    1917    00 23.9 +60 58  F2V        6.588  -0.143   0.377   0.355  4 3
    1952    00 24.1 +44 16  F2 ^       6.663   0.107   0.420   0.349  4 3
    1976AB  00 24.3 +52 01  B5IV       5.586  -0.735  -0.104  -0.062  7 4*
    1987    00 24.1 -09 20  M3-6IIIev  9.757    -      1.816   2.535  2 v*
    2011    00 24.8 +61 50  B9III      5.388  -0.168   0.009   0.037  4 1
    2019    00 24.7 +31 22  B8VHgMn    6.759  -0.393  -0.060  -0.027  4 5
    2023    00 24.5 -02 13  K1III      6.083   1.089   1.243   0.882  4 2
    2035    00 24.6 +14 19  K0 ^       6.486   0.998   1.196   0.848  3 3
    2054    00 25.1 +53 03  B9IV       5.729  -0.380  -0.062  -0.028  4 1*
    2083    00 25.9 +71 48  B1V        6.900  -1.039   0.026   0.030  4 4
    2110    00 25.9 +65 23  B9 ^       7.434  -0.242   0.319   0.274  2 1
    2112    00 25.7 +54 60  K2 ^       6.769   1.712   1.716   1.242  4 3
    2114    00 25.4 +01 56  G5III      5.772   0.383   0.872   0.637  6 4*
    2140    00 25.7 +07 41  K0III      6.773   1.428   1.365   0.950  2 4
    2152    00 26.1 +55 29  K0 ^       7.138   0.944   1.255   0.889  1 -
    2169    00 27.1 +80 03  B9 ^       6.541  -0.402  -0.091  -0.058  4 5
    2170AB  00 26.2 +56 47  G5III      6.685   0.266   0.883   0.689  5 3*
    2191    00 26.1 +20 09  B8 ^       6.680  -0.054  -0.033  -0.014  4 2
    2207    00 26.3 +51 17  F3II-F5II  8.094   0.398   0.742   0.610  2 2*
    2219    00 26.4 +49 03  K0 ^       6.934   1.155   1.326   0.916  4 3
    2235A   00 26.3 +03 50  B5V        6.892  -0.693  -0.127  -0.081  4 5*
    2244    00 26.7 +56 38  B9V        6.586  -0.025   0.013   0.001  5 2
    2273    00 26.6 -00 03  G8III      6.209   0.373   0.917   0.698  4 3*
    2301AB  00 27.2 +49 59  B9.5V      6.820  -0.115   0.036   0.062  5 6*
    2302    00 27.1 +25 03  F7IV       6.671  -0.069   0.475   0.387  4 3
    2313    00 27.1 +31 11  Ma ^       7.331   2.087   1.771   1.406  1 -
    2324    00 27.1 -05 00  K0 ^       7.072   0.974   1.131   0.843  4 2
    2329    00 27.7 +58 33  B3V        7.470  -0.692   0.074   0.087  2 3
    2358A   00 27.5 +16 02  A7III+F8V  6.452   0.138   0.234   0.216  4 3*
    2388    00 28.1 +55 15  K5 ^       7.768   1.607   1.586   1.109  1 -
    2410    00 28.0 +19 31  K0 ^       6.411   0.605   1.005   0.722  4 3
    2411    00 28.0 +17 54  M3IIIv     4.998   1.850   1.694   1.739  3 v*
    2421    00 28.2 +44 24  A2Vs       5.180  -0.016   0.040   0.035  4 2
    2436    00 28.2 +16 27  K5III      6.053   1.864   1.624   1.226  4 4
    2438    00 28.0 -11 40  M4III      7.262   1.106   1.559   2.584  2 4*
    2452    00 28.5 +33 48  K0 ^       7.143   0.618   1.033   0.743  4 4
    2453    00 28.5 +32 26  A0/2p      6.881   0.014   0.089   0.086  6 4*
    2454    00 28.3 +10 11  F6Vavw     6.063  -0.158   0.422   0.388  6 2
    2469    00 28.9 +57 13  G8III-IV   7.301   0.402   0.899   0.674  1 -
    2488AB  00 28.6 -11 14  F5 ^       6.877  -0.078   0.523   0.450  3 4*
    2507    00 28.9 +36 54  G5III      6.299   0.446   0.938   0.686  4 3
    2535    00 29.6 +62 04  K2III      7.020   0.852   1.089   0.765  5 2
    2589    00 30.9 +77 01  K0IV       6.214   0.366   0.880   0.684  4 3
    2593    00 29.5 -03 28  K5 ^       6.959   1.319   1.344   0.961  4 6
    2610    00 30.3 +64 45  A0 ^       7.280  -0.163   0.007  -0.019  2 3
    2612    00 29.6 -02 50  K2 ^       6.890   1.680   1.499   1.133  4 6
    2619    00 30.5 +65 16  B0.5III    8.280  -0.710   0.620   0.466  2 4
    2626AB  00 30.4 +60 11  B9IIIn     5.953  -0.429   0.003   0.044  4 2*
    2628AB  00 30.1 +29 45  A7III      5.214   0.071   0.264   0.243  5 4*
    2637AB  00 30.0 -03 57  M0III      5.718   1.829   1.602   1.260  4 1*
    2648    00 30.1 +04 52  F5III      6.524  -0.077   0.428   0.377  4 3
    2654    00 30.7 +62 21  B2V        7.388  -0.882   0.008  -0.006  2 2
    2656    00 30.3 +15 48  K0 ^       7.409   1.222   1.318   0.928  6 3
    2701    00 31.1 +55 42  G5 ^       6.578   0.987   1.167   0.816  8 2
    2714A   00 30.8 +16 02  A0 ^       6.833   0.117   0.112   0.073  4 4*
    2729    00 31.4 +66 31  B6V        6.185  -0.613  -0.089  -0.051  8 3*
    2739    00 31.2 +43 57  B8 ^       6.755  -0.429  -0.061  -0.043  4 3
    2760    00 31.0 -10 05  A3         6.890   0.117   0.199   0.194  4 2*
    2767A   00 31.4 +33 35  K1III      5.892   0.871   1.159   0.845  4 1*
    2772AB  00 31.8 +54 31  B8Vn       4.731  -0.401  -0.090  -0.060  4 1*
    2774    00 31.7 +52 50  K2III      5.608   0.997   1.188   0.858  4 1
    2806    00 31.6 +16 01  gK2        6.891   1.248   1.299   0.925  4 3
    2807    00 31.6 +09 10  K2 ^       6.982   1.588   1.459   1.057  2 3
    2824A   00 32.2 +55 59  K2III      7.534   1.008   1.261   0.914  1 -*
    2825    00 32.2 +53 49  K2 ^       6.934   1.714   1.588   1.143  4 4
    2830    00 31.7 -01 48  A0         7.058   0.079   0.072   0.037  4 3
    2841    00 31.9 +19 39  K5III      6.885   1.920   1.733   1.324  5 5*
    2842    00 31.8 +04 51  F0 ^       7.947  -0.069   0.318   0.256  1 -
    2851AB  00 32.4 +58 20  F2 ^       7.115  -0.071   0.363   0.331  4 3*
    2866    00 32.2 +34 60  A5IV/V     6.746   0.101   0.172   0.123  4 2
    2873    00 32.5 +51 44  K0         6.949   0.815   1.128   0.780  6 3
    2888    00 32.4 +43 30  A1Vn       6.698  -0.262  -0.007  -0.004  4 4
    2901    00 32.8 +54 07  K2III*     6.933   1.096   1.277   0.961  4 6
    2904    00 33.3 +70 59  A0Vn       6.414  -0.039  -0.012   0.000  4 2
    2905    00 33.0 +62 56  B1Iae      4.187  -1.015   0.148   0.166  5 6*
    2910A   00 32.6 +20 18  K0III      5.386   0.785   1.098   0.765  4 4*
    2911    00 32.5 +18 48  K5 ^       6.797   1.848   1.603   1.267  4 8*
    2913A   00 32.4 +06 57  B9.5V      5.698  -0.188  -0.024  -0.008  4 4*
    2923    00 32.7 +38 51  F0 ^       6.886   0.112   0.346   0.283  4 3
    2924    00 32.6 +27 35  A2IV       6.691   0.181   0.075   0.063  4 4
    2925AB  00 32.7 +23 12  G8/K0III   6.873   0.420   0.943   0.720  4 2*
    2942AB  00 32.8 +28 17  K0III      6.276   0.567   0.984   0.706  4 3*
    2952    00 33.2 +54 54  K0III      5.938   0.710   1.060   0.755  4 2
    2954A   00 32.9 +16 10  F6III      6.913  -0.041   0.480   0.408  4 2*
    3024    00 33.5 -00 37  A3 ^       7.175   0.116   0.323   0.267  4 3
    3038    00 34.4 +66 45  B9III      6.476  -0.366  -0.048  -0.031  6 3
    3088    00 34.2 +10 18  G5 ^       6.770   0.463   0.953   0.723  4 2
    3125AB  00 34.5 -04 33  dG0        7.018   0.170   0.736   0.597  4 4*
    3126    00 34.4 -06 30  F2 ^       6.909  -0.193   0.463   0.397    s
    3147    00 35.6 +67 56  K2Ib/II    6.947   2.175   2.155   1.550  5 v*
    3161    00 38.2 +84 40  F8 ^       7.127  -0.128   0.528   0.443  4 3
    3165A   00 35.2 +36 50  K4III      6.565   1.531   1.471   1.060  2 >*
    3165AB  00 35.2 +36 50  K4III      6.486   1.356   1.423   1.047  3 4*
    3166    00 34.9 +13 22  K0         6.413   0.959   1.155   0.841  4 2
    3184    00 35.5 +54 12  A2 ^       6.957   0.082   0.084   0.037  3 4
    3192    00 35.6 +53 29  A0 ^       7.270   0.082   0.058   0.044  5 3
    3196AB  00 35.2 -03 36  F8V        5.207  -0.092   0.563   0.472    s*
    3210/1  00 35.8 +49 01  A2 ^       6.903  -0.414   0.677   0.886  4 4*
    3229    00 35.5 -00 30  F5IV       5.952  -0.119   0.440   0.402  4 3
    3240    00 36.1 +54 10  B7III      5.085  -0.460  -0.103  -0.060  4 1
    3268    00 35.9 +13 12  F7V        6.333  -0.128   0.497   0.431  4 3*
    3283    00 36.5 +60 20  A4III      5.802   0.427   0.289   0.290  5 5
    3296    00 36.0 -05 34  F7V        6.724  -0.141   0.456   0.404  5 4
    3322    00 36.3 +27 15  B8IIIp     6.512  -0.497  -0.077  -0.036  6 2*
    3344    00 37.8 +80 09  M5IIIe     8.838   2.188   1.886   1.532  3 7*
    3345    00 36.8 +54 57  K2 ^       6.786   1.382   1.482   1.097  3 5
    3346    00 36.8 +44 29  K5-M0III   5.147   1.879   1.647   1.264  6 7*
    3360    00 37.0 +53 54  B2IV       3.671  -1.027  -0.191  -0.146  6 4*
    3366A   00 37.8 +72 54  B3         6.962  -0.813   0.014   0.022  4 4*
    3369A   00 36.9 +33 43  B5V        4.346  -0.693  -0.111  -0.081  4 2*
    3377AB  00 37.3 +58 01  B9 ^       7.400  -0.371   0.002   0.042  2 1*
    3379    00 36.8 +15 14  B2.5IV     5.876  -0.842  -0.138  -0.099  6 2*
    3411    00 37.1 +24 01  K2III      6.194   1.121   1.201   0.827  4 3
    3421    00 37.4 +35 24  G2.5IIa    5.441   0.363   0.912   0.658  4 3
    3431    00 37.4 +40 20  A0         6.852   0.070   0.015   0.010  4 2
    3434    00 37.3 +11 26  A2 ^       7.046   0.064   0.311   0.246  4 3
    3440    00 39.8 +82 30  dF6        6.394  -0.140   0.560   0.489  4 3*
    3457    00 37.5 +03 08  K4III      6.439   1.391   1.379   1.040  4 5
    3468    00 37.7 +21 06  K1III      6.854   0.834   1.129   0.802  4 4
    3489    00 38.6 +60 19  K3Ib/II    6.790   1.655   1.757   1.256  7 6*
    3497    00 38.4 +51 16  A2 ^       7.682   0.069   0.178   0.129  3 4
    3512A   00 38.1 -00 30  K2/3III    6.643   1.260   1.328   0.951  4 4*
    3519    00 38.8 +59 50  A0         6.727  -0.522  -0.014   0.011  5 2
    3531A   00 38.7 +46 57  G5 ^       6.758   0.495   0.977   0.732  2 4*
    3546    00 38.6 +29 19  G8IIIp     4.360   0.295   0.885   0.684  4 3
    3553    00 40.0 +76 52  K0 ^       6.741   1.175   1.222   0.847  4 2*
    3574AB  00 39.2 +49 21  K7III      5.448   1.858   1.709   1.211  4 5*
    3590    00 39.0 +26 19  K3III      6.923   1.523   1.424   1.038  6 3
    3627A   00 39.3 +30 52  K3III      3.279   1.352   1.311   0.909 10 1*
    3651A   00 39.4 +21 15  K0V        5.891   0.400   0.859   0.662  7 2*
    3660    00 40.4 +70 43  A0 ^       7.312   0.035   0.010   0.003  4 4
    3681    00 40.3 +59 28  K0IIIp     7.043   0.911   1.143   0.804  2 3
    3690AB  00 39.9 +21 26  K0III+F3V  5.394   0.749   1.115   0.802  4 4*
    3699    00 40.4 +59 31  K5III      7.308   1.882   1.937   1.792  2 >
    3708    00 39.7 -11 09  F5 ^       6.829  -0.136   0.437   0.389  4 2
    3712A   00 40.5 +56 32  K0IIIa     2.245   0.966   1.193   0.789  9 2*
    3743A   00 40.3 +24 03  A3 ^       7.237   0.156   0.197   0.168  4 7*
    3743AB  00 40.3 +24 03  A3 ^       7.110   0.146   0.217   0.178  3 >*
    3743B   00 40.3 +24 03             9.413   0.009   0.347   0.362  2 >*
    3801    00 41.6 +65 52  F8 ^       6.967  -0.103   0.552   0.458  4 2
    3802    00 41.2 +52 12  A0 ^       6.749   0.072   0.065   0.033  4 2
    3807A   00 40.7 -04 21  K0III      5.903   0.751   1.115   0.814  4 3*
    3817    00 41.1 +39 28  G8III      5.310   0.410   0.913   0.671  4 4
    3821AB  00 40.8 -07 14  dG3        7.008  -0.045   0.667   0.577  4 4*
    3828    00 41.0 +21 01  K1III      7.051   0.710   1.069   0.758  4 4
    3856    00 42.1 +66 09  G9III-IV   5.843   0.690   1.066   0.767  6 2
    3861    00 41.2 +09 21  F8V        6.527  -0.117   0.513   0.418    s
    3881    00 42.0 +59 55  A3 ^       7.451   0.055   0.280   0.254  2 6
    3883    00 41.6 +24 38  A7m        6.072   0.193   0.260   0.193  4 1*
    3901    00 42.1 +50 31  B2V        4.801  -0.739  -0.109  -0.054  5 2*
